"seed","gen","variable","value","xAM","GWAS","Trait_1","Trait_2","pair","traits"
7,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0162574881574583,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
8,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0104189005204233,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
9,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0162937629260186,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
10,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00522319783647464,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
11,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.000993770466479393,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
12,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0111679098748486,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
13,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.020554236599951,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
14,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0071320929759528,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
15,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00434560684255496,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
16,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0189810586912787,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
17,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0066275182274178,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
18,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0395972974228535,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
19,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00192894644676845,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
20,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0192175020350495,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
21,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00154450299432955,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
22,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0162164242162456,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
23,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00859677060066308,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
24,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00240255554226238,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
25,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0209894118829187,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
26,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0176055954358018,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
27,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00474001215008316,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
28,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-6.84822156539871e-05,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
29,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0090045038652285,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
30,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0486405652914997,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
31,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0342831661904864,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
32,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.000486912395957938,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
33,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0315840776921744,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
34,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0007918417464474,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
35,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0349996409312799,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
36,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0148154274990238,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
37,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0394490666911794,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
38,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0152669023067912,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
39,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0185107892099808,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
40,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0154173350965008,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
41,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0273403620011634,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
42,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00351232958028561,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
43,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00992311097210566,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
44,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.01983375428081,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
45,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0371965762885925,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
46,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0107660234823999,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
47,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0104366294756782,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
48,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0204035766634592,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
49,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0334602267759904,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
50,1,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.041670102263194,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
1,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0390964582096399,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
2,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00212289007915722,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
3,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00264136460441021,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
4,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00325560176879516,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
5,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0152946804019033,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
6,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00382766082186058,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
7,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0356942711686213,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
8,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0352279502651365,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
9,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0598394336292024,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
10,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00975028891902065,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
11,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.034782447493357,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
12,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0238019794095357,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
13,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0257277215002758,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
14,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0540136649211481,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
15,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0334702772231719,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
16,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0100614132141843,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
17,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0493313590384503,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
18,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.000182085956043328,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
19,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0227669473240333,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
20,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00401120985766955,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
21,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0191001398023399,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
22,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0287893192270184,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
23,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.026536757781523,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
24,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00906632173430043,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
25,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0241283370577788,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
26,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00370892091807791,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
27,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.014678941550515,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
28,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0194417075014538,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
29,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0381839124468398,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
30,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0115379584146737,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
31,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0516667516362593,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
32,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0273729427769556,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
33,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.005050064118245,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
34,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00972808982081899,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
35,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0136364866802101,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
36,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0137802889259807,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
37,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0453895083647434,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
38,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0189817814345083,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
39,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0270683921797107,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
40,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0108573038044726,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
41,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.048809480416135,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
42,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0475157594318874,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
43,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0182079266375279,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
44,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0125670655530472,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
45,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0512492156480414,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
46,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0015626986696023,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
47,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0301355465944682,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
48,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0300737796797629,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
49,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0182616025328945,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
50,2,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0350779507192312,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
1,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00249805228984717,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
2,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0102504258500464,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
3,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.011004062128869,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
4,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0178142524977395,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
5,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0269188808668258,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
6,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0244438219618839,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
7,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0200217948908181,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
8,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00429819570799007,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
9,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0754810359288612,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
10,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0149863179269136,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
11,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0242436001155165,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
12,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00693781087400782,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
13,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0405048390306006,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
14,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0320361152102474,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
15,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0336653004369073,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
16,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.019525370808431,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
17,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.000207317126911119,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
18,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0234197317447924,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
19,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0342354362891224,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
20,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0394120376947791,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
21,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0389414407765263,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
22,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00642038330294034,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
23,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0445089591480507,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
24,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0368095593805222,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
25,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00802355712851283,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
26,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0424216942310372,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
27,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.039432656276146,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
28,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00628517495970361,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
29,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.035743598730592,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
30,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00508181502991734,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
31,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00133643060063127,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
32,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0145996883354142,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
33,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0167808537831489,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
34,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00164127367618859,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
35,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00372798814953716,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
36,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0152870385895515,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
37,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.02455815411826,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
38,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0467142492945108,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
39,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0309281820983208,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
40,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0288633809220751,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
41,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0368923957688666,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
42,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.045082966955862,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
43,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0147363970596636,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
44,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0482712460208281,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
45,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0260596943650577,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
46,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.030323679244271,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
47,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0346979191123982,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
48,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00300632665395006,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
49,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.00106659473591373,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
50,3,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0204612583722241,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
1,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0368640607486783,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
2,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.113566620979929,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
3,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0349798453371815,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
4,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0280630158690053,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
5,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0479141776740891,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
6,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0129678681970072,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
7,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0151944639418782,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
8,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00803023781446278,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
9,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0296231253179958,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
10,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0239909508271017,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
11,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.00999616724779535,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
12,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.000663793586826587,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
13,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",0.0251134088724004,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
14,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0339187230146113,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
15,4,"rbeta_hat_sgwas_MDD.phenotype_SCZ.phenotype",-0.0254697090867044,"2-variate","Sibship","MDD","SCZ","MDD  /  SCZ","MDD / SCZ"
